name,brand,category,abv,volume_ml,origin,avg_price,tasting_notes,source,verified
"샴페인 르끌레어 티펜, 씨쓰 엑스트라 브뤼",샴페인 르끌레어 티펜 Champagne Leclaire-Thiefaine,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 르끌레어 티펜, 씨쓰 제로 도자쥬",샴페인 르끌레어 티펜 Champagne Leclaire-Thiefaine,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 라쿠르트 고드빌롱, 빠셀레흐 샤이요",샴페인 라쿠르트 고드빌롱 Champagne Lacourte Godbillon,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 라쿠르트 고드빌롱, 밀레짐",샴페인 라쿠르트 고드빌롱 Champagne Lacourte Godbillon,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 라쿠르트 고드빌롱, 떼루아 데뀌일",샴페인 라쿠르트 고드빌롱 Champagne Lacourte Godbillon,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 라쿠르트 고드빌롱, 미 펑트",샴페인 라쿠르트 고드빌롱 Champagne Lacourte Godbillon,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 라쿠르트 고드빌롱, 샤이요 오뜨 비뉴",샴페인 라쿠르트 고드빌롱 Champagne Lacourte Godbillon,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 라쿠르트 고드빌롱, 몽 암 미쥬라",샴페인 라쿠르트 고드빌롱 Champagne Lacourte Godbillon,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 라쿠르트, 떼루아 에파누이",샴페인 라쿠르트 고드빌롱 Champagne Lacourte Godbillon,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 라 팍셀 슈브뢰-부르나젤, 라타피아",샴페인 라 팍셀 슈브뢰-부르나젤 Champagne La Parcelle Chevreux-Bournazel,wine,,750,프랑스,,주정강화 · 발레 드 라 마른,wine21,true
"샴페인 라 팍셀 슈브뢰-부르나젤, 라타피아 밀레짐",샴페인 라 팍셀 슈브뢰-부르나젤 Champagne La Parcelle Chevreux-Bournazel,wine,,750,프랑스,,주정강화 · 발레 드 라 마른,wine21,true
샴페인 라 팍셀 슈브뢰-부르나젤,샴페인 라 팍셀 슈브뢰-부르나젤 Champagne La Parcelle Chevreux-Bournazel,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 라 팍셀 슈브뢰-부르나젤, 캬트르 쥐이에",샴페인 라 팍셀 슈브뢰-부르나젤 Champagne La Parcelle Chevreux-Bournazel,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 라 팍셀 슈브뢰-부르나젤, 라 카펠라",샴페인 라 팍셀 슈브뢰-부르나젤 Champagne La Parcelle Chevreux-Bournazel,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 라 팍셀 슈브뢰-부르나젤, 밀레짐",샴페인 라 팍셀 슈브뢰-부르나젤 Champagne La Parcelle Chevreux-Bournazel,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 라 팍셀 슈브뢰-부르나젤, 쎄뜨 세파쥬",샴페인 라 팍셀 슈브뢰-부르나젤 Champagne La Parcelle Chevreux-Bournazel,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 줄 라쌀, 뀌베 블랑 드 블랑 브뤼",샴페인 줄 라쌀 Champagne Jules Lassalle,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 줄 라쌀, 뀌베 스페셜 클럽 브뤼",샴페인 줄 라쌀 Champagne Jules Lassalle,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 줄 라쌀, 로제",샴페인 줄 라쌀 Champagne Jules Lassalle,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"피치니, 비비큐 토스카나 로쏘",피치니 Piccini,wine,,750,이탈리아,,레드 · 토스카나,wine21,true
"피치니, 비비큐 토스카나 비앙코",피치니 Piccini,wine,,750,이탈리아,,화이트 · 토스카나,wine21,true
"빌라노비아나, 이메네오",빌라노비아나 Villanoviana,wine,,750,이탈리아,,레드 · 토스카나,wine21,true
"빌라 아 세스타, 리빨텔라 토스카나 로쏘",빌라 아 세스타 Villa A Sesta,wine,,750,이탈리아,,레드 · 토스카나,wine21,true
에트나 비앙코 레 사비에 델레에트나,피리아토 와이너리 Firriato Winery [Casa Vinicola Firriato],wine,,750,이탈리아,,화이트 · 시칠리아,wine21,true
가우덴시우스 블랑 드 누아,피리아토 와이너리 Firriato Winery [Casa Vinicola Firriato],wine,,750,이탈리아,,스파클링 · 시칠리아,wine21,true
시칠리아 페리코네 리베카,피리아토 와이너리 Firriato Winery [Casa Vinicola Firriato],wine,,750,이탈리아,,레드 · 시칠리아,wine21,true
"샴페인 앙리 보장시, 뀌베 데 아무로즈 블랑 드 블랑",샴페인 앙리 보장시 Champagne Henry de Vaugency,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 앙리 보장시, 루이 그랑 크뤼",샴페인 앙리 보장시 Champagne Henry de Vaugency,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 앙리 보장시, 뀌베 스페샬 1732",샴페인 앙리 보장시 Champagne Henry de Vaugency,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 앙리 빌리오, 에성스 드 빌리오",샴페인 앙리 빌리오 Champagne Henri Billiot,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 앙리 빌리오, 뀌베 리저브 그랑 크뤼",샴페인 앙리 빌리오 Champagne Henri Billiot,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 기 샤를마뉴, 리저브 브뤼 그랑 크뤼 블랑 드 블랑",샴페인 기 샤를마뉴 Champagne Guy Charlemagne,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 기 샤를마뉴, 뀌베 메닐레짐",샴페인 기 샤를마뉴 Champagne Guy Charlemagne,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 기 샤를마뉴, 비에유 핀 드 라 마른",샴페인 기 샤를마뉴 Champagne Guy Charlemagne,wine,,750,프랑스,,고도주 · 꼬뜨 데 블랑,wine21,true
"샴페인 기 샤를마뉴, 뀌베 샤를마뉴 그랑 크뤼 레 쿨메",샴페인 기 샤를마뉴 Champagne Guy Charlemagne,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 기 샤를마뉴, 브뤼 나튀르",샴페인 기 샤를마뉴 Champagne Guy Charlemagne,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 기 샤를마뉴, 라타피아",샴페인 기 샤를마뉴 Champagne Guy Charlemagne,wine,,750,프랑스,,주정강화 · 꼬뜨 데 블랑,wine21,true
"샴페인 기 샤를마뉴, 뀌베 클래식",샴페인 기 샤를마뉴 Champagne Guy Charlemagne,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 기 샤를마뉴, 뀌베 로제",샴페인 기 샤를마뉴 Champagne Guy Charlemagne,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 르네 조프루아, 로제 드 세니에 브뤼 빈티지",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 르네 조프루아, 볼륍떼 브뤼",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 르네 조프루아, 뀌베 앙프랑뜨",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 르네 조프루아, 블랑 드 로제",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 르네 조프루아, 밀레짐",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 르네 조프루아, 로제 드 세니에 브뤼",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 르네 조프루아, 퓌르테",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 르네 조프루아, 떼르 밀레짐",샴페인 조프루아 Champagne Geoffroy,wine,,750,,,스파클링,wine21,true
"샴페인 르네 조프루아, 익스프레시옹",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 르네 조프루아, 라타피아",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,주정강화 · 발레 드 라 마른,wine21,true
"샴페인 르네 조프루아, 퀴미에르 루즈 꼬또 샹프누아",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,레드 · 발레 드 라 마른,wine21,true
"샴페인 조프루아, 레 우트랑 컴플란테 나튀르",샴페인 조프루아 Champagne Geoffroy,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 프랑수와즈 베델, 뀌베 오리지넬르",샴페인 프랑수와즈 베델 Champagne Francoise Bedel,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 프랑수와즈 베델, 꼼 오트르푸아 빈티지",샴페인 프랑수와즈 베델 Champagne Francoise Bedel,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 프랑수와즈 베델, 주방스",샴페인 프랑수와즈 베델 Champagne Francoise Bedel,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 에릭 호데즈, 뀌베 데 크레이예르 그랑 크뤼",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에릭 호데즈, 뀌베 데 그랑 빈티지 그랑 크뤼",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에릭 호데즈, 마세라시옹",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
샴페인 에릭 호데즈 블랑 드 블랑,샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에릭 호데즈, 블랑 드 누아",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에릭 호데즈, 도자쥬 제로",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에릭 호데즈, 레 뵈리",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에릭 호데즈, 레 쥬네트",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에릭 호데즈, 앙프랑뜨 누아",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에릭 호데즈, 앙프랑뜨 블랑슈",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에릭 호데즈, 꼬또 샹프누아 앙보네 루즈 레 부이떼",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,레드 · 몽따뉴 드 랭스,wine21,true
"샴페인 에릭 호데즈, 라타피아",샴페인 에릭 호데즈 Champagne Eric Rodez,wine,,750,프랑스,,주정강화 · 몽따뉴 드 랭스,wine21,true
"샴페인 엘리즈 데샨느, 에성씨엘",샴페인 엘리즈 데샨느 Champagne Elise Dechannes,wine,,750,프랑스,,스파클링 · 꼬뜨 데 바,wine21,true
"샴페인 엘리즈 데샨느, 로제",샴페인 엘리즈 데샨느 Champagne Elise Dechannes,wine,,750,프랑스,,스파클링 · 꼬뜨 데 바,wine21,true
"샴페인 엘리즈 데샨느, 레 리쎄 피노누아",샴페인 엘리즈 데샨느 Champagne Elise Dechannes,wine,,750,프랑스,,스파클링 · 꼬뜨 데 바,wine21,true
"샴페인 엘리즈 데샨느, 압솔뤼 그레",샴페인 엘리즈 데샨느 Champagne Elise Dechannes,wine,,750,프랑스,,스파클링 · 꼬뜨 데 바,wine21,true
샴페인 엘리즈 데샨느 압솔뤼 떼르,샴페인 엘리즈 데샨느 Champagne Elise Dechannes,wine,,750,프랑스,,스파클링 · 꼬뜨 데 바,wine21,true
"샴페인 엘리즈 데샨느, 로제 드 리쎄",샴페인 엘리즈 데샨느 Champagne Elise Dechannes,wine,,750,프랑스,,로제 · 꼬뜨 데 바,wine21,true
"샴페인 에글리 우리에, 프르미에 크뤼 브뤼 레 비뉴 드 브리니",샴페인 에글리 우리에 Champagne Egly-Ouriet,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에글리 우리에, 그랑 크뤼 브뤼 로제",샴페인 에글리 우리에 Champagne Egly-Ouriet,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에글리 우리에, 브이.피 그랑 크뤼 엑스트라 브뤼",샴페인 에글리 우리에 Champagne Egly-Ouriet,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에글리 우리에, 블랑 드 누아 비에유 빈뉴 그랑 크뤼",샴페인 에글리 우리에 Champagne Egly-Ouriet,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에글리 우리에, 밀레짐",샴페인 에글리 우리에 Champagne Egly-Ouriet,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에글리 우리에, 앙보네 루즈",샴페인 에글리 우리에 Champagne Egly-Ouriet,wine,,750,프랑스,,레드 · 몽따뉴 드 랭스,wine21,true
"샴페인 에글리 우리에, 라타피아 드 샹파뉴",샴페인 에글리 우리에 Champagne Egly-Ouriet,wine,,750,프랑스,,주정강화 · 몽따뉴 드 랭스,wine21,true
"샴페인 에글리 우리에, 레 프레미스",샴페인 에글리 우리에 Champagne Egly-Ouriet,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 에글리 우리에, 브뤼 그랑 크뤼",샴페인 에글리 우리에 Champagne Egly-Ouriet,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 디에볼 발루아, 블랑 드 블랑",샴페인 디에볼 발루아 Champagne Diebolt-Vallois,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 디에볼 발루아, 플뢰르 드 파시옹",샴페인 디에볼 발루아 Champagne Diebolt-Vallois,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 디에볼 발루아, 브뤼 밀레짐",샴페인 디에볼 발루아 Champagne Diebolt-Vallois,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"까스띨리옹 델 보스코, 로쏘 디 몬탈치노 가우지올레",까스띨리옹 델 보스코 Castiglion del Bosco,wine,,750,이탈리아,,레드 · 몬탈치노,wine21,true
"까스띨리옹 델 보스코, 샤르도네",까스띨리옹 델 보스코 Castiglion del Bosco,wine,,750,이탈리아,,화이트 · 토스카나,wine21,true
"까스띨리옹 델 보스코, 프리마 피에트라",까스띨리옹 델 보스코 Castiglion del Bosco,wine,,750,이탈리아,,레드 · 토스카나,wine21,true
"아담브스, 테레 나파밸리",아담브스 Adamvs,wine,,750,미국,,레드 · 나파 밸리,wine21,true
"아담브스, 퀸트브스 나파밸리",아담브스 Adamvs,wine,,750,미국,,레드 · 나파 밸리,wine21,true
"아담브스, 까베르네 소비뇽",아담브스 Adamvs,wine,,750,미국,,레드 · 나파 밸리,wine21,true
"샴페인 코르봉, 앙트라시트 브뤼",샴페인 코르봉 Champagne Corbon,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 코르봉, 아비즈 그랑 크뤼 샤르도네",샴페인 코르봉 Champagne Corbon,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"샴페인 코르봉, 브뤼 도트르푸아",샴페인 코르봉 Champagne Corbon,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 카제 티보, 비뉴 드 휠 로제",Champagne Caze-Thibaut 샴페인 카제 티보,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 카제 티보, 나튀렐망",Champagne Caze-Thibaut 샴페인 카제 티보,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 카제 티보, 레 레리엔",Champagne Caze-Thibaut 샴페인 카제 티보,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 카제 티보, 레 푸르슈",Champagne Caze-Thibaut 샴페인 카제 티보,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 카제 티보, 조시아스 로제",Champagne Caze-Thibaut 샴페인 카제 티보,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 카제 티보, 조시아스",Champagne Caze-Thibaut 샴페인 카제 티보,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 카제 티보, 크레이예르",Champagne Caze-Thibaut 샴페인 카제 티보,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 알렉산드르 필랑, 에스피(스페샬)",샴페인 알렉상드르 필렌 Champagne Alexandre Filaine,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 알렉상드르 필렌, 디엠와이",샴페인 알렉상드르 필렌 Champagne Alexandre Filaine,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"클레망 에 피스, 미소티스 샴페트르",Champagne Clément & Fils 클레망 에 피스,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"클레망 에 피스, 레 꼬르남보",Champagne Clément & Fils 클레망 에 피스,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"클레망 에 피스, 아도니스 아뉴아",Champagne Clément & Fils 클레망 에 피스,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"샴페인 끌로드 까잘, 꺄뜨 블랑슈",샴페인 끌로드 까잘 Champagne Claude Cazals,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 끌로드 까잘, 끌로 까잘 그랑 크뤼",샴페인 끌로드 까잘 Champagne Claude Cazals,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 끌로드 까잘, 꺄뜨 도르 그랑 크뤼",샴페인 끌로드 까잘 Champagne Claude Cazals,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 끌로드 까잘, 브뤼 그랑 크뤼 밀레짐",샴페인 끌로드 까잘 Champagne Claude Cazals,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 끌로드 까잘, 뀌베 비브 그랑 크뤼 엑스트라 브뤼 블랑 드 블랑",샴페인 끌로드 까잘 Champagne Claude Cazals,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 끌로드 까잘, 라 샤펠 뒤 끌로",샴페인 끌로드 까잘 Champagne Claude Cazals,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 끌로드 까잘, 블랑 드 블랑",샴페인 끌로드 까잘 Champagne Claude Cazals,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"세드릭 부샤, 로즈 드 쟌느 레 위르쥘 블랑 드 누아",샴페인 세드릭 부샤 Champagne Cedric Bouchard,wine,,750,프랑스,,스파클링 · 꼬뜨 데 바,wine21,true
"샴페인 부르주아 디아즈, 비디'트루아씨",Champagne Bourgeois-Diaz 샴페인 부르주아 디아즈,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 부르주아 디아즈, 비디'엔",Champagne Bourgeois-Diaz 샴페인 부르주아 디아즈,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 부르주아 디아즈, 비디'엠",Champagne Bourgeois-Diaz 샴페인 부르주아 디아즈,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 부르주아 디아즈, 비디'트루아씨씨",Champagne Bourgeois-Diaz 샴페인 부르주아 디아즈,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
샴페인 부르주아 디아즈 비디'알에스,Champagne Bourgeois-Diaz 샴페인 부르주아 디아즈,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 부르주아 디아즈, 비디'비",Champagne Bourgeois-Diaz 샴페인 부르주아 디아즈,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 부르주아 디아즈, 레 비앙 에메",Champagne Bourgeois-Diaz 샴페인 부르주아 디아즈,wine,,750,프랑스,,스파클링 · 발레 드 라 마른,wine21,true
"샴페인 보네르, 프레스티지 블랑 드 블랑 그랑 크뤼",샴페인 보네르 Champagne Bonnaire,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 보네르, 바리앙스 블랑 드 블랑",샴페인 보네르 Champagne Bonnaire,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 보네르, 베르 사크룸 블랑 드 블랑",샴페인 보네르 Champagne Bonnaire,wine,,750,프랑스,,스파클링 · 꼬뜨 데 블랑,wine21,true
"샴페인 앙투안 슈발리에, 카르코니아",샴페인 앙투안 슈발리에 Champagne Antoine Chevalier,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 앙투안 슈발리에, 텍타 실바",샴페인 앙투안 슈발리에 Champagne Antoine Chevalier,wine,,750,프랑스,,스파클링 · 몽따뉴 드 랭스,wine21,true
"샴페인 앙투안 슈발리에, 라타피아 샹프누아",샴페인 앙투안 슈발리에 Champagne Antoine Chevalier,wine,,750,프랑스,,주정강화 · 몽따뉴 드 랭스,wine21,true
"샴페인 앙투안 슈발리에, 꼬또 샹프누아 블랑",샴페인 앙투안 슈발리에 Champagne Antoine Chevalier,wine,,750,프랑스,,화이트 · 샹빠뉴,wine21,true
"카넬라, 벨리니",카넬라 Canella,wine,,750,이탈리아,,기타,wine21,true
"로달리, 바르베라 달바",로달리 Lodali,wine,,750,이탈리아,,레드 · 피에몬테,wine21,true
"로달리, 돌체토 달바",로달리 Lodali,wine,,750,이탈리아,,레드 · 피에몬테,wine21,true
"비에티, 티모라쏘 데르토나",비에티 Vietti,wine,,750,이탈리아,,화이트 · 피에몬테 · 91.2점,wine21,true
"다밀라노, 바르베라 다스티 '제로세떼'",다밀라노 Damilano,wine,,750,이탈리아,,레드 · 피에몬테 · 89점,wine21,true
"센시즈, 보데가 티에리엇 피노 누아",센시스 와인즈 Senses Wines,wine,,750,미국,,레드 · 러시안 리버 밸리 · 93점,wine21,true
"센시즈, 엠씨엠 88 피노 누아",센시스 와인즈 Senses Wines,wine,,750,미국,,레드 · 러시안 리버 밸리 · 93.3점,wine21,true
"센시즈, 데이원 피노 누아",센시스 와인즈 Senses Wines,wine,,750,미국,,레드 · 소노마 코스트 · 92.7점,wine21,true
"센시즈, 찰스 하인츠 샤도네이",센시스 와인즈 Senses Wines,wine,,750,미국,,화이트 · 소노마 코스트 · 95점,wine21,true
"케부리아 와이너리, 르카치텔리 주정강화",케부리아 와이너리 Keburia Winery LLC,wine,,750,조지아,,주정강화 · 카헤티,wine21,true
"케부리아 와이너리, 킨즈마라울리",케부리아 와이너리 Keburia Winery LLC,wine,,750,조지아,,레드 · 카헤티,wine21,true
"페리 와인즈, 레드 라벨 와인",페리 와인즈 Pery Wines,wine,,750,조지아,,레드 · 카헤티,wine21,true
"체레텔리 와이너리, 주라브 체레텔리 키시 크베브리",체레텔리 와이너리 Tsereteli Winery [B2B],wine,,750,조지아,,화이트,wine21,true
"체레텔리 와이너리, 주라브 체레텔리 사페라비",체레텔리 와이너리 Tsereteli Winery [B2B],wine,,750,조지아,,레드,wine21,true
"체레텔리 와이너리, 주라브 체레텔리 키시 세미 스위트",체레텔리 와이너리 Tsereteli Winery [B2B],wine,,750,조지아,,화이트 · 카헤티,wine21,true
"체레텔리 와이너리, 모자익 알라자니 밸리 레드",체레텔리 와이너리 Tsereteli Winery [B2B],wine,,750,조지아,,레드,wine21,true
"티바넬리, 사페라비",티바넬리 Tibaaneli [B2B],wine,,750,조지아,,레드 · 카헤티,wine21,true
"티바넬리, 알라자니 밸리 화이트",티바넬리 Tibaaneli [B2B],wine,,750,조지아,,화이트 · 카헤티,wine21,true
"티바넬리, 치난달리",티바넬리 Tibaaneli [B2B],wine,,750,조지아,,화이트 · 카헤티,wine21,true
"샬로쉬빌리 셀라, 르카치텔리 오크 배럴",샬로쉬빌리 셀라 Shaloshvili Cellar [B2B],wine,,750,조지아,,화이트,wine21,true
"샬로쉬빌리 셀라, 키시-므츠바네 크베브리",샬로쉬빌리 셀라 Shaloshvili Cellar [B2B],wine,,750,조지아,,화이트,wine21,true
"샬로쉬빌리 셀라, 르카치텔리 크베브리",샬로쉬빌리 셀라 Shaloshvili Cellar [B2B],wine,,750,조지아,,화이트,wine21,true
"샬로쉬빌리 셀라, 르카치텔리",샬로쉬빌리 셀라 Shaloshvili Cellar [B2B],wine,,750,조지아,,화이트,wine21,true
"샬로쉬빌리 셀라, 사페라비 로제",샬로쉬빌리 셀라 Shaloshvili Cellar [B2B],wine,,750,,,로제,wine21,true
"카다나키 1888, 투르파",카다나키 1888 Kardanakhi 1888 [B2B],wine,,750,조지아,,화이트 · 카헤티,wine21,true
"밀디아니, VSOP",밀디아니 Mildiani,wine,,750,조지아,,고도주 · 카헤티,wine21,true
"마르쿠스 몰리터, 옥페너 복슈타인 리슬링 카비넷",마르쿠스 몰리터 Markus Molitor,wine,,750,독일,,화이트 · 모젤-자르-루버,wine21,true
"지우아니, 차차",지우아니 Giuaani,wine,,750,조지아,,고도주 · 카헤티,wine21,true
"이세 마라니, 리아모르",이세 마라니  Ise Marani,wine,,750,조지아,,레드 · 카르틀리,wine21,true
"조지어스, 앰버",조지어스 Georgeous,wine,,750,조지아,,화이트 · 카헤티,wine21,true
"지우아니, 킨즈마라울리 프리미엄",지우아니 Giuaani,wine,,750,조지아,,레드 · 카헤티,wine21,true
"조지어스, 스파클링",조지어스 Georgeous,wine,,750,조지아,,스파클링 · 카헤티,wine21,true
"조지어스, 알라자니 밸리 레드",조지어스 Georgeous,wine,,750,조지아,,레드 · 카헤티,wine21,true
"조지어스, 알라자니 밸리 화이트",조지어스 Georgeous,wine,,750,조지아,,화이트 · 카헤티,wine21,true
"지우아니, 트비시",지우아니 Giuaani,wine,,750,조지아,,화이트 · 라차-레흐후미,wine21,true
"지우아니, 사페라비",지우아니 Giuaani,wine,,750,조지아,,레드 · 카헤티,wine21,true
"지우아니, 므츠바네 크베브리",지우아니 Giuaani,wine,,750,조지아,,화이트 · 카헤티,wine21,true
